Array,Deploy Date,Deploy Time,Crew,Grid Cell #,Site,Camera Unit #,SD Card #,Lat,Long,GPS Label,Ecosite,Camera Site Description,Topography,Grade (%),Elevation (m),Distance to Trail (m),Camera Direction,Trail Use Rating,Distance to Lure,Comments and Access Notes
OSM_LU14,30-Sep-23,11:55,RS MB,LU14_54,LU14_54,ACME-2023-42,OSM-23-413,57.04813,-112.59723,LU14-54,Mixed,Along a game trail leading from a mixed forest stand (aspen dominant with sparse fireweed understory) to open wetland area. ,Flat,0%,502,1,NE,2,6,"Park roadside beside cutblock on S side of road, walk to W-edge of feature and bushwack to site. "
OSM_LU14,03-Oct-23,11:20,EA SM,LU14_56,LU14_56,ACME-2022-31,OSM-23-707,57.066,-112.44809,LU14-56,Mixed,"Mixed forest, mostly conifer. Mossy/grassy understory. Well-defined game trails. Camera is just outside cell 56 (nowhere to land)",Flat,0%,478,<0.5,NW,3,7,Heli access - Land is grassy bog area and walk into forest ~50 m to the camera site. BOOTS!! VERY WET! 
OSM_LU14,03-Oct-23,8:56,EA SM,LU14_57,LU14_57,ACME-2022-03,OSM-23-704,57.04958,-112.31251,LU14-57,Broadleaf,Mixed forest with mossy ground. Varying tree sizes. Adjacent to cutline. ,Flat,0%,443,1,E,2,5,"Land in grassy area on east side, walk east down cutline then follow game trail to camera. "
OSM_LU14,30-Sep-23,11:25,RS MB,LU14_61,LU14_61,ACME M120,OSM-23-412,57.056,-112.6067,LU14-61,Broadleaf,"Along a game trail that comes off a seismic line at forest-bog interface into mixed stand, conifer dominant with mossy, labrador tea understory. ",Flat,0%,510,1,N,2,5,"Park roadside and walk down seismic line that borders forest /bog interface on E side of road for ~150m, then enter game trail into forest to site. "
OSM_LU14,03-Oct-23,13:49,MB SM,LU14_62,LU14_62,ACME-2022-92,OSM-23-431,57.06214,-112.13075,LU14-62,Conifer,"In a spruce patch next to bog, grassy ground cover.",Flat,0%,406,0,NE,1,6,Helicopter access - follow trail from bog
OSM_LU14,30-Sep-23,10:40,RS MB,LU14_63,LU14_63,ACME-2023-37,OSM-23-411,57.07264,-112.60155,LU14-63,Broadleaf,In a mixed forest about 10 m from a seismic line. Attached to an aspen. ,Flat,0%,507,0,NE,2,4,"Park roadside, walk along seismic line (past the ""x"" intersection), game trail is on the right. "
OSM_LU14,30-Sep-23,10:05,RS MB,LU14_66,LU14_66,ACME-2023-17,OSM-23-410,57.08591,-112.60819,LU14-66,Broadleaf,In a mixed forest on a aspen tree. Next to a lake. ,Flat,0%,523,0,NE,2,6,"Park roadside, walk on edge of lake (~200m) to older foreset at the back of the lake. "
OSM_LU14,02-Oct-23,13:51,EA SM,LU14_70,LU14_70,ACME-2022-79,OSM-23-701,57.0854,-112.17182,LU14-70,Mixed,"Mossy ground, mixed wood but mostly conifer, some willow shrubs, adjacent to open/willow shrub area.",Flat,0%,387,1,NE,2,3,"Heli access - Land in south end of open grassy area south of a creek, follow game trail to camera. "
OSM_LU14,03-Oct-23,9:55,MB RS,LU14_71,LU14_71,ACME-2022-100,OSM-23-440,57.09972,-112.35362,LU14-71,Broadleaf,"In a mixed forest, little ground cover",Flat,0%,463,0,NE,2,8,Helicopter access - walk on game trail to site
OSM_LU14,02-Oct-23,14:53,EA SM,LU14_72,LU14_72,ACME-2022-16,OSM-23-434,57.09985,-112.30749,LU14-72,Mixed,In a mixed forest next to beaver pond,Slope,10%,439,2,N,1,7,Helicopter access - tree might be cut down by beavers by next year.
OSM_LU14,02-Oct-23,14:45,EA SM,LU14_74,LU14_74,ACME-2022-28,OSM-23-703,57.11259,-112.29683,LU14-74,Broadleaf,"Conifer dominant forest, mossy bottom with labrador tea and grasses. ",Flat,0%,437,1.5,NE,2,7,Heli access - Walk down seismic line near gas station/pump. Camera on E side. 
OSM_LU14,02-Oct-23,14:37,MB SM,LU14_76,LU14_76,ACME-2022-104,OSM-23-433,57.1339,-112.31454,LU14-76,Broadleaf,"In a mixed forest, little ground cover",Flat,0%,469,1,NE,2,4,"Helicopter access, in mixed forest"
OSM_LU14,03-Oct-23,10:26,MB RS,LU14_78,LU14_78,ACME-2022-22,OSM-23-441,57.14869,-112.39216,LU14-78,Broadleaf,In a mixed forest next to a river,Flat,0%,464,2,NW,3,6,Helicopter access - land in river (NW side) and walk to site
OSM_LU14,02-Oct-23,14:05,MB SM,LU14_80,LU14_80,ACME-2022-65,OSM-23-432,57.15258,-112.14778,LU14-80,Mixed,In a mixed forest next to slope leading down to river. ,Flat,0%,422,0,NE,3,6,Helicopter access - walk into mixed stand adjacent to river. 
OSM_LU14,02-Oct-23,14:15,EA SM,LU14_84,LU14_84,ACME-2022-56,OSM-23-702,57.16385,-112.20978,LU14-84,Conifer,"Conifer dominant forest, mossy bottom near bog. Labrador tea and shrubs. ",Flat,0%,422,<0.5,N,2,5,Heli access - Follow game trail a few meters into forest. 
OSM_LU14,03-Oct-23,12:27,MB RS,LU14_85,LU14_85,ACME-2022-34,OSM-23-443,57.17165,-112.5036,LU14-85,Conifer,"In a black spruce bog, edge of clearing on game trail",Flat,0%,536,1,NW,2,5,Helicopter access - camera is located on the edge of the clearing 
OSM_LU14,26-Sep-23,15:30,RS EA,LU14_86,LU14_86,ACME-2023-50,OSM-23-304,57.16994,-112.28728,LU14-86,Broadleaf,"Mixed forest near wetland/river. Conifer with aspen, shruby bottom. ",Flat,0%,455,2,E,2,6,Heli access - Faint game trail a few meters from edge of clearing. 
OSM_LU14,03-Oct-23,10:53,MB RS,LU14_88,LU14_88,ACME-2022-64,OSM-23-442,57.19172,-112.46383,LU14-88,Broadleaf,In a mixed forest off the intersection of two seismic lines,Flat,0%,551,0,W,3,6,Helicopter access - follow seismic line to site
OSM_LU14,26-Sep-23,15:50,RS EA,LU14_91,LU14_91,ACME-2023-21,OSM-23-305,57.18819,-112.12025,LU14-91,Broadleaf,"Along a game trail in mixed stand, moss and labrador tea understory. ",Flat,0%,410,0,NW,1,3,Heli access beside a river bed. 
OSM_LU14,26-Sep-23,11:34,RS EA,LU14_92,LU14_92,ACME-2023-41,OSM 14,57.19552,-112.49829,LU14-92,Mixed,"Conifer dominant, mossy bottom. ",Flat,0%,540,<0.5,NW,2,NA,Heli access - Follow seismic line to game trail on right side. Few meters off seismic line. 
OSM_LU14,26-Sep-23,15:41,AB SM,LU14_96,LU14_96,ACME-2023-05,OSM-23-307,57.19223,-112.2138,LU14-96,Broadleaf,"Dry ground, some moss, grass and plants and shrubs. Mixed forest, fairly open spot, nearby beaver dam. Also found ungulate poop.",Flat,0%,447,1,NE,1,4,Land on open patch NE of little river and beaver dam. Walk in. 
OSM_LU14,26-Sep-23,11:18,SM AB,LU14_97,LU14_97,ACME-2023-40,OSM-23-301,57.21857,-112.54814,LU14-97,Mixed,Mossy trail on edge of beaver pond clearing,Flat,0%,535,1,N,3,10,"Walk to point, not far from clearing"
OSM_LU14,03-Oct-23,12:11,EA SM,LU14-75,LU14-75,ACME-2022-48,OSM-23-706,57.13144,-112.51261,LU14-75,Mixed,"Mixed wood, mainly conifer, adjacent to open grassy patch, soild ground with moss and plants",Flat,0%,511,1,E,1,3,"Land in North end of grassy patch and walk in, on edge of forest. "
OSM_LU16,01-Oct-23,NA,RS MB,LU16_02,LU16_02,ACME-2022-94,OSM-23-424,57.20954,-111.00751,LU16-02,Conifer,"High use seismic line in boggy area. Black spruce + tamarack canopy, moss/labrador tea ground cover.",Flat,0%,544,0,N,3,4,"Park roadside, follow seismic line on S side of road for ~550 m to site"
OSM_LU16,01-Oct-23,12:14,RS MB,LU16_03,LU16_03,ACME-2022-83,OSM-23-423,57.21346,-110.98463,LU16-03,Conifer,"In a conifer forest at the intersection of seismic lines, moss and lavender tea ground cover.",Flat,0%,570,0,NW,3,6,"Park roadside, walk ~200m up seismic line."
OSM_LU16,01-Oct-23,15:22,RS MB,LU16_15,LU16_15,ACME-2022-82,OSM-23-427,57.25314,-111.0137,LU16-15,Conifer,"In black spruce canopy, moss and lavender tea understory, on seismic line. ",Flat,0%,517,0,NE,3,5,"Park roadside, walk through well pad to seismic line and follow to site (~200 m)."
OSM_LU16,01-Oct-23,11:27,RS MB,LU16_20,LU16_20,ACME-2022-84,OSM-23-422,57.26106,-110.98528,LU16-20,Conifer,"On a seismic line in a mixed forest, little ground cover. ",Flat,0%,559,0,E,3,5,"Park roadside, walk ~100m down seismic line (on west side of road), follow seismic lines to site. *requires suncor escort through aerodome gate, 2023=Dustin*"
OSM_LU16,01-Oct-23,10:40,EA SM,LU16_200,LU16_200,ACME-2022-93,OSM-23-680,57.34407,-111.16485,LU16-200,Broadleaf,"Mixed wood stand w/ moss and plant understory, lots of variation in tree height and type of forests around camera, very small open meadow nearby. ",Flat,0%,347,1,NW,1,5,"Worker said lots of hunters in area, we also saw a discarded moose cargass nearby to wear high vis. Park on road and walk in south. If parking on corner get right off road, was solid enough when we parked. Camera is close to the ""no-go"" zone, but not within in. "
OSM_LU16,01-Oct-23,14:01,EA SM,LU16_201,LU16_201,ACME-2022-97,OSM-23-84,57.32199,-111.22929,LU16-201,Unknown,"Mixed forest, quite open, solid dry ground, lots of shrubs and plants in understory. Lots of deadfall, camera is along game trail. ",Flat ,0%,339,1,NW,2,4,"Park on main road and walk in SE. Alternatively, park on road headed to Kearl compensation lake infront of the gate, then walk along road and walk in. There MAY be cameras at this gate. Someone was waiting for us when we parked infron of this gate, and just politely asked what we were doing. Access to the compensation late was prohibited at the time. Ecosite unknown because new cell after site selection."
OSM_LU16,01-Oct-23,14:50,EA EM,LU16_202,LU16_202,ACME-2022-107,OSM-23-685,57.31378,-111.238,LU16-202,Unknown,"Mixed forest, very variable tree height, clump of labrador tea near camera, lots of shrubs, some moss and plants, lots of downfall. ",Flat,0%,339,0.5,SW,2,4,Park on road and bushwack in (SE from road). We saw a wold @ this site! Keep your eyes peeled. Multiple people warned us about lots of bears in the area as well. Don’t forget bear spray. Ecosite unknown because new cell after site selection.
OSM_LU16,01-Oct-23,15:40,EA SM,LU16_203,LU16_203,ACME-2022-95,OSM-23-686,57.29753,-111.26814,LU16-203,Unknown,"Shrubby birch forest, mostly small trees with some areas of open understory. Animal sign and defined trails. ",Flat,0%,355,<0.5,W,2,7,Drive up road nea camera ~200m to open area near weather station with electric fence. Bushwack ~110 meters to camera site. Along well-defined game trail. Ecosite unknown because new cell after site selection.
OSM_LU16,04-Oct-23,10:17,RS MB,LU16_22,LU16_22,ACME-2022-119,OSM-23-747,57.26844,-111.04905,LU16-22,Conifer,Game trail on seismic line in black spruce forest moss + labrador tea understory,Flat,0%,489,1,NE,2,4,"Park roadside, follow big seismic line on N side of road, turn W onto smaller line to site. "
OSM_LU16,01-Oct-23,10:52,RS MB,LU16_23,LU16_23,ACME-2022-81,OSM-23-421,57.26954,-110.99068,LU16-23,Conifer,On a game trail on a high use seismic line in black spruce conifer forest - mossy ground w/ labrador tea.,Flat,0%,536,1.5,N,3,8,"Park roadside, follow seismic line on W side of road to site (will pass through 2 well pads) *requires suncor escort through aerodome gate, 2023=Dustin Wells*"
OSM_LU16,01-Oct-23,10:12,RS MB,LU16_24,LU16_24,ACME-2022-96,OSM-23-420,57.28073,-110.98764,LU16-24,Conifer,Game trail on high use seismic line - black spruce forest w/ mossy ground w/ lichen + labrador tea,Flat,0%,521,1,NE,3,5,"*Requires suncor escort through aerodome gate, 2023=Dustin Wells* Park roadside beside air strip, follow seismic line on W side of road to site."
OSM_LU16,01-Oct-23,17:01,EA SM,LU16_25,LU16_25,ACME-2022-33,OSM-23-688,57.30696,-111.10987,LU16-25,Conifer,"Conifer stand (black spruce?) with spongy mossy ground, lots of labrador tea. Camera is in open spot, pointing @ a log. Squirrel activity in area, as well as large mammal (moose tracks)",Flat,0%,353,1,NW,1,4,"Park on road and bushwack in. Lots of downfall @ first, but gets slightly better. Roses!"
OSM_LU16,01-Oct-23,16:30,EA SM,LU16_26,LU16_26,ACME-2022-106,OSM-23-687,57.31717,-111.11306,LU16-26,Conifer,"Mixed forest with shrubby understory, labrador tea, rose, blueberry. Well defined trails and animal signs.",Flat,0%,348,1,N,2,6,"Park roadside and follow cutline for ~200m untill intersection, go left at intersection, follow old road(?) / game trail to camera site. Along well-defined game trail. "
OSM_LU16,04-Oct-23,11:10,EA SM,LU16_270,LU16_270,ACME-2022-108,OSM-23-737,57.51564,-111.50916,LU16-270,Unknown,"Mixed forest stand, shruby understory with lots of deadfall. Surrounded by small conifer trees, lots of large aspens. ",Flat,0%,285,<0.5,E,2,7,"Long, slightly overgrown road, driveable but need to go very slow. About ~30 minutes one way. Road will pass then loop back left to the stand of large trees. Follow game trail in, camera on large aspen. Ecosite unknown because new cell after site selection."
OSM_LU16,01-Oct-23,NA,EA SM,LU16_28,LU16_28,ACME-2022-51,OSM-23-682,57.33581,-111.19855,LU16-28,Broadleaf,"Open meadow surrounded by small aspens. Understory of bearberry, lichens, grass. Camera on edge of open area on aspen. ",Flat,0%,339,1,NW,1,5.5,Park roadside. Walk through young aspens to open meadow. Walk towards back of open area. Camera on SW side of meadow. Facing downed branch along faint game trail. 
OSM_LU16,01-Oct-23,14:08,RS MB,LU16_300,LU16_300,ACME-2022-61,OSM-23-425,57.21725,-111.02139,LU16-300,Mixed,"Seismic line in black spruce/tamarack forest, mossy/labrador tea ground cover",Flat,0%,532,0,N,3,4,"Park roadside, follow seismic line ~150 m to site. "
OSM_LU16,01-Oct-23,14:43,RS MB,LU16_301,LU16_301,ACME-2022-110,OSM-23-426,57.23484,-111.04526,LU16-301,Mixed,In a black spruce forest with moss and labrador tea understory. On a seismic line. ,Flat,0%,506,0,NW,3,9,"Park roadside, follow seismic line ~200m to site. "
OSM_LU16,01-Oct-23,15:58,RS MB,LU16_302,LU16_302,ACME-2022-87,OSM-23-428,57.24204,-111.01058,LU16-302,Mixed,"Open area where 2 seismic lines meet w/ intersecting game trails, black spruce and tamarack canopy, w/ moss, horsetail, and labrador tea understory. ",Flat,0%,532,2,N,2,5,"Park roadside, follow seismic lines on W side of road. "
OSM_LU16,01-Oct-23,16:28,RS MB,LU16_303,LU16_303,ACME-2022-75,OSM-23-429,57.23633,-111.02443,LU16-303,Mixed,"Seismic line w/ game trail in black spruce stand, moss/lichen/labrador tea ground cover",Flat,0%,515,0.5,NW,2,4,"Park roadside, follow seismic line on S-side of road to site"
OSM_LU16,04-Oct-23,9:44,RS MB,LU16_313,LU16_313,ACME-2022-35,OSM-23-790,57.28475,-111.09251,LU16-313,Mixed,Game trail in old growth jackpine stand w/lichen + labrador tea understory. ,Flat,0%,424,1,W,2,5,"Park roadside in large open area, enter forest near far SE corner ~150 m to site. "
OSM_LU16,04-Oct-23,10:56,RS MB,LU16_314,LU16_314,ACME-2022-47,OSM-23-295,57.25639,-111.06755,LU16-314,Mixed,Trail off a seismic line in black spruce forest w/ moss + labrador tea understory,Flat ,0%,478,1,W,1,3,"Take small side road on W-side of main road, park at corner, follow large cutline heading W and turn down a seismic line to site. "
OSM_LU16,01-Oct-23,13:00,EA SM,LU16_36,LU16_36,ACME-2022-67,OSM-23-683,57.33492,-111.22568,LU16-36,Conifer,Mixed forest at edge of open area. Mostly young trees and shrubs. Grassy/shruby understory. ,Flat,0%,317,<0.5,NW,3,5,"Park at old road with gate, walk up (quick walk) road ~500 m to the rectangular open area. Camera is on game trail in West corner of open area down a slight slope. "
OSM_LU16,01-Oct-23,11:17,EA SM,LU16_37,LU16_37,ACME-2022-118,OSM-23-681,57.33694,-111.18068,LU16-37,Broadleaf,"Conifer forest, lots of shrubs, dry solid ground w/ low plants, adjacent to old cutline w/very well defined game trail, camera is on another game trail that shoots off of main one. ",Slope,3%,347,2,N,2,3,"Drive down small road on S side of main road and park at sandy area where it intersects with old cutline running NE-SE. Walk along overgrown cutline in SW direction and follow trail offshoot to camera. Very overgrown, have to duck LOL."
OSM_LU16,04-Oct-23,9:25,EA SM,LU16_49,LU16_49,ACME-2022-73,OSM-23-735,57.47615,-111.53667,LU16-49,Conifer,"Solid dry ground w/ some moss, plants, and shrubs, camera in pine stand adjacent to aspen stand, and young pine stand (old clearcut?) very faint game trail, fairlyopen area. ",Flat,0%,307,1,NW,1,3,"Park on side of road and walk in, easy walking. Camera is @ end of the large pine stand. "
OSM_LU16,04-Oct-23,9:58,EA SM,LU16_52,LU16_52,ACME-2022-01,OSM-23-736,57.49052,-111.50633,LU16-52,Conifer,"Open dry area with spaced out tall pines mixed in with short young pines, solid dry ground w/ lichen + bearberry, evidence of a past forest fire. Adjacent to a clearcut. ",Flat,0%,302,0.5,NW,1,4,"Park on road and walk in N (NW), walk through small pines, past clearcut, to larger stand. Camera is in the larger pine stand. Some bear shit in area."
OSM_LU16,29-Sep-23,15:10,EA SM,LU16_54,LU16_54,ACME-2022-62,OSM-23-670,57.49797,-111.45538,LU16-54,Conifer,"Open site w/ tall trees, mostly pine but some aspen nearby. Some shrubs, low plants, and moss in understory. ~50m N of site is old butblock w/ baby pines. Tracks, bear poop, and wolf? poop in area",Flat,0%,298,2,NW,1,5,"Drive down road south of main road that points in SE direction, turn down next road to right the points in SW direction. Drive till you can’t then walk to site. Easy walking, lots of bear poop!"
OSM_LU16,29-Sep-23,15:50,EA SM,LU16_55,LU16_55,ACME-2022-85,OSM-23-671,57.49791,-111.4763,LU16-55,Conifer,"Mixed wood stand w/ pine and aspen, surrounded by small pines. Some shrubs and blueberries and bearberries in understory. Fairly open site. Some trails + tracks in area, camera is placed on suspected trail intersection. ",Flat,0%,301,0.5,NW,1,4,Park on main road and walk in. Easy walking. Camera is in pine stand with larger trees. 
OSM_LU16,29-Sep-23,14:15,EA SM,LU16_57,LU16_57,ACME-2022-120,OSM-23-669,57.50681,-111.43999,LU16-57,Conifer,"Pine forest with open understory, shrubs, bearberry, blueberry. Some defined trails and bear scat. ",Flat,0%,292,<0.5,W,1,5,"Park roadside and bushwack (easy walking) ~170 m to camera site, near back of large pine tree area. "
OSM_LU16,29-Sep-23,13:30,EA SM,LU16_58,LU16_58,ACME-2022-103,OSM-23-668,57.51048,-111.42342,LU16-58,Conifer,"Open jackpine stand in area of dense young pine trees. Bearberry understory, very open. Very faint game trail.",Flat,0%,298,0,NE,1,5,Park in open area on right after entering road off main road. Walk to back past the monitoring station towards clump of large trees. Camera long faint trail. 
OSM_LU16,04-Oct-23,12:10,EA SM,LU16_60,LU16_60,ACME-2022-05,OSM-23-738,57.52402,-111.40755,LU16-60,Conifer,"Pine forest with open understory, some shrubs (blueberry) and bearberry. Few defined game trails",Flat,0%,303,<0.5,N,1,7,"Park roadside, walk ~200m back to camera site, past small aspen stand. "
OSM_LU16,29-Sep-23,15:41,RS MB,LU16_62,LU16_62,ACME-2022-39,OSM-23-410,57.52477,-111.37714,LU16-62,Conifer,Game trail in old growth conifer stand w/ sparse blueberry understory. Adjacent to young regenerating pine stand. ,Flat,0%,306,0,N,1,4,"Drive down low-use wellpad access road on N side of main road ~1 km to wellpad. Park @ wellpad, continue on road by foot until at forest stand. Follow game trail to site. "
OSM_LU16,28-Sep-23,11:58,EA SM,LU16_63,LU16_63,ACME-2023-15,OSM-23-661,57.52407,-111.1943,LU16-63,Conifer,"Pine dominant forest (lodgepole?), mostly open understory with shrubs, roses, blueberry, lots of deadfall. Some faint game trails + bearscat nearby",Flat,0%,302,0.5,N,1,5,Park near forest patch and bushwack in ~ 100m. Camera on game trail. 
OSM_LU16,29-Sep-23,15:03,RS MB,LU16_64,LU16_64,ACME-2023-47,OSM-23-409,57.53079,-111.39218,LU16-64,Conifer,An island of older conifer trees in a sea of tiny trees. No game trail. ,Flat,0%,301,NA,N,NA,5,"Park roadside, bushwack through tiny trees ~120m. Find island. "
OSM_LU16,28-Sep-23,11:30,EA SM,LU16_67,LU16_67,ACME-2023-01,OSM-23-660,57.51599,-111.18156,LU16-67,Conifer,"Fir forest, open understory with some bearberry, blueberry, shrubs. No well-defined trails in the area, very little animal sign. ",Flat,0%,290,0,NE,1,4.5,Turn south on road in middle of cell. Park near cleaing for powerlines. Walk into forest ~150 m past sandy patch. No good game trails
OSM_LU16,28-Sep-23,12:47,EA SM,LU16_68,LU16_68,ACME-2023-09,OSM-23-662,57.53948,-111.26984,LU16-68,Conifer,"Camera is in pine stand of older tres, looks to be burned once but some larger trees surviving. Small pines ~ 5-10 ft surrounding the larger pine tree stand that the camera is in. Open forest floor with some low plants. Powerlines nearby. Sandy ground. ",Flat,0%,307,1,NW,1,4,"Park on road (sandy, make sure shoulder is stable), walk in south of road, cross powerlines, walk through thick small pines till you reach the larger tree pine stand. No defined game trail but camera was placed along moose tracks. "
OSM_LU16,28-Sep-23,14:46,EA SM,LU16_69,LU16_69,ACME-2023-06,OSM-23-664,57.53521,-111.30865,LU16-69,Conifer,"Small clump of conifer in area of regrowth. Labrador tea, blueberry, shrubs. Lots of deadfall, faint game trails. ",Flat,0%,298,<0.5,NW,1,6.5,"Follow road into cell as far as possible, then follow (walk along) over grown road. Road is sandy with some debris but driveable. Follow game trail to site ~100m from overgorwn road. "
OSM_LU16,28-Sep-23,12:04,RS MB,LU16_70,LU16_70,ACME-2022-91,OSM-23-400,57.53098,-111.23334,LU16-70,Conifer,"Along a faint game trail in a mixed forest stand, aspen dominant, young aspen + blueberry understory. Camera on a conifer adjacent to cutblock + old burn. ",Flat,0%,315,0,NE,1,4,"Park roadside, walk through old burn and cutblock ~500m to small mixed stand."
OSM_LU16,28-Sep-23,13:10,RS MB,LU16_71,LU16_71,ACME-2022-112,OSM-23-401,57.54227,-111.24512,LU16-71,Conifer,"In a thin strip of conifer forest, new growth on either side.",Flat,0%,319,NA,N,NA,3,"Park roadside, walk up strip of old growth forest ~300m."
OSM_LU16,28-Sep-23,14:17,RS MB,LU16_72,LU16_72,ACME-2022-111,OSM-23-402,57.55765,-111.47166,LU16-72,Conifer,In a mixed forest stand surrounded by burn. On a conifer tree.,Flat,0%,289,0,E,2,6,"Park roadside, walk through dense growth ~200m"
OSM_LU16,28-Sep-23,16:23,RS MB,LU16_73,LU16_73,ACME-2022-60,OSM-23-405,57.55149,-111.40896,LU16-73,Conifer,"Game trail at edge of small aspen-dominated mixed stand, ~300m away from old truck trail.",Flat,0%,306,0,N,2,4,"Park roadside and walk into old truck trail, follow until adjacent to site location."
OSM_LU16,29-Sep-23,13:44,RS MB,LU16_74,LU16_74,ACME-2023-03,OSM-23-407,57.54376,-111.40054,LU16-74,Conifer,"Mixed forest stand w/few mature trees (<10), young aspen + labrador tea understory, in a depression feature",Flat,0%,294,0,NE,2,5,"Park roadside, follow linear feature on S side of road for ~350m (start is bushwacking but opens up), follow faint game trail to site. "
OSM_LU16,29-Sep-23,14:25,RS MB,LU16_75,LU16_75,M117,OSM-23-408,57.53541,-111.37523,Lu16-75,Conifer,On edge of older conifer stand beside conifer stand with younger growth.,Flat,0%,307,1,NW,2,6,"Park roadside, follow edge of older pine stand to near the back of the stand for about 150m."
OSM_LU16,28-Sep-23,15:48,EA SM,LU16_77,LU16_77,ACME-2023-44,OSM-23-665,57.54812,-111.30955,LU16-77,Conifer,"Fir forest, open understory with some blueberries, bearberries, lots of deadfall. Few well-defined game trails. ",Flat,0%,310,1,NE,1,5,"Turn onto road that goes north through the cell. Road is hilly but driveable. Drive near cell and walk into forest to camera site, few good game trails in area. "
OSM_LU16,28-Sep-23,16:11,EA SM,LU16_80,LU16_80,ACME-2023-04,OSM-23-666,57.53865,-111.32841,LU16-80,Conifer,"Open pine forests w/ lots of deadfall. Mossy/lichen forest floor, no plants or shrubs, camera is on suspected trail (tracks, and bark removed from logs)",Flat,0%,304,1,NW,1,4,"Turn down little road (south of main road) and park at end (only a short road). Walk in rest of way, easy walking. "
OSM_LU16,28-Sep-23,13:32,EA SM,LU16_81,LU16_81,M143,OSM-23-663,57.53815,-111.29247,LU16-81,Conifer,"Open pine forest, no plants or shrubs in understory. Dry, some sand, evidence of burn at some point. Logging nearby (clearcut with stacked loggs). Evidence of large animals moving nearby (tracks and bark scraped off downed trees) but not well defined trail. Definitely used by squirrels!",Flat,0%,311,1,N,1,4,"If possible, turn down small road on south side of main road and immediately turn right. Drive down a short ways then walk in. Camera is in stand past a clearcut area."
OSM_LU16,28-Sep-23,15:05,RS MB,LU16_83,LU16_83,ACME-2022-99,OSM-23-403,57.55526,-111.43022,LU16-83,Conifer,In a boggy conifer forest next to a burn. Prominent game trail. ,Flat,0%,291,0,NE,3,4,"Park roadside, walk through burn 300m to edge of conifer forest bog"
OSM_LU16,28-Sep-23,15:45,RS MB,LU16_84,LU16_84,ACME-2022-115,OSM-23-404,57.55958,-111.41671,LU16-84,Conifer,"Game trail in conifer stand surrounded by young burn regrowth. Understory is blueberry and small, young conifer.",Flat,0%,306,0,NE,2,6,Park roadside at old road on N side of road. Follow until first tree stand on E side of old road. 
OSM_LU16,29-Sep-23,12:32,RS MB,LU16_85,LU16_85,ACME-2023-43,OSM-23-406,57.55818,-111.39724,LU16-85,Conifer,"Along game trail in small aspen (<10 big trees) stand surrounded by burn, ground is regenerating aspen/pine remnants of moose kill @ site.",Flat,0%,301,0,NE,3,4,"Drive down old road on N-side of main road for ~ 250 m, then hike through burn to site. "
OSM_LU16,29-Sep-23,12:16,EA SM,LU16_88,LU16_88,ACME-2022-86,OSM-23-667,57.54219,-111.34637,LU16-88,Conifer,"Pine stand surrounding lake. Larger pine trees cuffer the lake (where the camera is), and smaller pines surround the rest of the area. Lots of shrubs + plants (blueberries, bearberries, alder shrubs?). Some deciduous trees in area. Camera on ridge of lake, slopes down W",Ridge,2%,295,1,N,1,4,"Park close to lake on sandy intersection of roads and walk in, camera is on SE corner of second lake (first lake is more of a bog). "
OSM_LU22,20-Sep-23,9:25,AB EA,LU22_110,LU22_110,M128,OSM-23-045,57.08053,-115.04659,LU22-110,Broadleaf,"Mixed forest, spruce and aspen, camera is near seismic line. Understory fairly open. ",Flat,0%,477,1,N,2,5.5,Park near road intersection where seismic line meets road. Walk ~ 140 m up the road and enter forest near camera location on left hand side. 
OSM_LU22,20-Sep-23,13:50,EA AB,LU22_48,LU22_48,Serial#: HLPXHN10080914,OSM-23-049,56.93743,-114.96295,LU22-48,Broadleaf,Mixed forest (aspen and spruce) with shruby/open understory. Camera along game trail.,Flat,0%,539,1,NE,2,6,Park roadside near seismic line (very overgrown). Bushwack ~115 m parallel to seismic line.
OSM_LU22,20-Sep-23,10:04,AB EA,LU22_107,LU22-107,M149,OSM-23-046,57.07735,-114.94152,LU22-107,Broadleaf,"Quite dense aspen with lots of deadfall. Found little clearing with a decent trail going through. Burnt stump in frame, area must have burned somewhat recently?",Flat,0%,524,0.5,NW,2,6,Park on rad and prepare for a very thick bushwack. Sorry about that…
OSM_LU22,20-Sep-23,14:20,AB EA,LU22_49,LU22_49,Serial#: HLPXHN10080601,OSM-23-050,56.93194,-114.93654,LU22-49,Broadleaf,"*Very* open mixed wood, plenty of trails around, buggy",Flat,0%,562,1,NW,3,7,"Easy walk in on old cutline, turn left into forest, enjoy leisurly walk to camera"
OSM_LU22,20-Sep-23,10:55,AB EA,LU22_103,LU22_103,M114,OSM-23-047,57.06662,-114.8876,LU22-103,Broadleaf,Spruce dominated stand with mossy understory. Lots of game trails. ,Flat,0%,526,1,N,2,4.5,Park along road near the bend and seismic line (very overgrown). Bushwack in ~100m from road. 
OSM_LU22,20-Sep-23,15:07,AB EA,LU22_44,LU22_44,ACME-2023-59,OSM-23-051,56.9196,-114.85827,LU22-44,Mixed,"Mixed forest, conifer dominant. Mossy understory, lots of deadfall, some shrubs. Camera along game trail. ",Flat,0%,633,<0.5,NE,2,4,"Park near corner of road, bushwack in ~ 150m to camera. "
