Array,Deploy Date,Deploy Time,Crew,Grid Cell #,Site,Camera Unit #,SD Card #,Lat,Long,GPS Label,Forest Type,Camera Site Description,Topography,Grade (%),Elevation (m),Distance to Trail (m),Camera Direction,Trail Use Rating,Distance to Lure,Comments and Access Notes
OSM_LU15,11-Sep-22,13:15,LG RS,LU15_61,LU15_61,ACME-2022-120,OSM-22-37,56.38513,-112.9044,LU15_61,Broadleaf,Game trail on seismic line that's in a pattern of seismic lines. Mossy understory with labrador tea and coniferous forest dominated stands. ,Flat,0,609,1.5,N,2,4.5,"Park off main road at junction, right before locked gate. Maybe able to drive to back of old pit if road is dry. Follow seismic lines to site. "
OSM_LU21,20-Sep-22,11:16,LG NB,LU21_106,LU21_106,ACME-2022-05,OSM-22-106,56.56523,-112.03402,LU21_106,Conifer,"Open conifer forest beside wet open grassy area. Dry, slight slope. Some aspen.",Slope,5,478,1,NE,3,3,"Helicopter access. Walk ~10-15m into forest, on well-defined game trail."
OSM_LU21,20-Sep-22,10:46,LG NB,LU21_10,LU21_10,ACME-2022-47,OSM-22-96,56.59103,-111.9936,LU21_10,Mixed,"Camera in clearing at the top of the river bank. Shrubby understory, mixed forest stand.",Slope,15,319,1,NW,1,4,"Helicopter access (land at HELI1 waypoint on GPS). Drop off on riverbank, walk up slope unitl you reach flatter clearing with camera. "
OSM_LU21,20-Sep-22,10:16,LG NB,LU21_16,LU21_16,ACME-2022-70,OSM-22-76,56.62522,-111.97281,LU21-16,Mixed,On the edge of a burnt clearing on spruce tree. Mixed forest. Bottom of a slope on game trail going into forest. ,Slope,10,470,1,N,2,4,"Helicopter access. Dropped off in clearing, walk to edge of burn down slope, on edge of forest. "
OSM_LU21,20-Sep-22,9:39,LG NB,LU21_107,LU21_107,ACME-2022-68,OSM-22-33,56.56608,-111.93458,LU21_107,Conifer,"Camera in open area, lots of lichen ground-cover. Dominate coniferous forest stand.",Flat,0,501,1,NW,2,6,"Helicopter access. Land in open, grassy wet area. Walk into forest stand until you reach clearing with camera. "
OSM_LU21,20-Sep-22,16:55,LG NB,LU21_41,LU21_41,ACME- 2022-79,OSM-22-65,56.66848,-111.90783,LU21_41,Conifer,"All larch, nearing opening/clearing (like all heli sites), wet.  ",Flat,0,481,1,NW,2,1,Helicopter access. On NW side of heli landing. Follow game trail to medium size larch. 
OSM_LU21,20-Sep-22,16:29,LG NB,LU21_63,LU21_63,ACME-2022-72,OSM-22-39,56.60868,-111.96631,LU21_63,Broadleaf,Camera along game trail. In a black spruce bog!,Flat,0,459,1,N,3,4,Helicopter access. Dropped in wet grassy clearing (bog). Camera along game trail along edge of the clearing. 
OSM_LU21,20-Sep-22,15:56,LG NB,LU21_27,LU21_27,ACME-2022-34,OSM-22-52,56.62148,-112.14841,LU21_27,Conifer,Open bog with lots of small trees and shrubs. Wet!,Flat,0,478,2,E,1,4,"Helicopter access. Tried to put it on a big enough tree - not many choices. On west side of clearing on one of the ""bigger"" trees. On a low use trail but near a busier trail. "
OSM_LU21,20-Sep-22,14:30,LG NB,LU21_23,LU21_23,ACME-2022-109,OSM-22-22,56.59241,-112.20293,LU21_23,Conifer,"Camera along game trail, at the top of a ridge/hill. Mossy understory with lots of deadfall. Dominate coniferous forest stand.",Ridge,10,484,1,W,2,8,"Helicopter access. Dropped off in wet grassy clearing, walk into forest stand, up the hill, until you reach the camera."
OSM_LU21,20-Sep-22,NA,LG NB,LU21_21,LU21_21,ACME-2022-29,OSM-22-79,56.5663,-112.1497,LU21_21,Conifer,On the edge of a meadow on a convergence of several game trail. Bog. ,Flat,0,472,1,N,3,5,"Helicopter access. On south side of clearing, on edge of trees. Wet. Lots of game trails. "
OSM_LU21,20-Sep-22,13:39,LG NB,LU21_82,LU21_82,ACME-2022-02,OSM-22-46,56.5299,-112.16533,LU21_82,Mixed,"Camera along game trail, shrubby understory, mixed forest stand with lots of aspen. ",Flat,0,468,1.5,NE,2,5,Helicopter access. Dropped off in wet grassy clearing. Follow game trail into forest stand to camera. 
OSM_LU21,20-Sep-22,13:16,LG NB,LU21_871,LU21_871,ACME-2022-108,OSM-22-71,56.55634,-112.09488,LU21_871,Mixed,"2 trails coming together. Open, mixed forest near meadow. Very short rose bushes. Very nice forest :) ",Flat,2,472,2,NW,3,5,"Helicopter access. REPLACEMENT FOR CELL LU21_87. Landed in meadow, straight NW into aspen/spruce forest. Angry squirrel!"
OSM_LU21,20-Sep-22,17:26,RS AB,LU21_164,LU21_164,ACME-2022-73,OSM-22-117,56.61886,-111.93586,LU21_164,Broadleaf,In open burnt forest on the only standing trees. Nice regrowth coming up.,Flat,0,468,1,NE,1,6,Helicopter acces. 038 = landing waypoint. REPLACEMENT FOR CELL LU21_64. Walk to standing trees in open.
OSM_LU21,20-Sep-22,16:46,RS AB,LU21_36,LU21_36,ACME-2022-77,OSM-22-91,56.64851,-111.94768,LU21_36,Conifer,"Big burn area, could only find one faint trail, and one big burnt tree. Dragged log in for lure.",Slope,5,474,2,E,2,NA,Helicopter access. Waypoint 38 = heli landing. 
OSM_LU21,20-Sep-22,16:10,RS AB,LU21_14,LU21_14,ACME-2022-75,OSM-22-56,56.61864,-112.09007,LU21_14,Mixed,Game trail in upland coniferous forest with mossy understory. Adjacent to bog. ,Slope,5,481,1,NW,2,6,Helicopter access. 037 = landing waypoint. Follow game trail from bog to forest.
OSM_LU21,20-Sep-22,NA,RS AB,LU21_32,LU21_32,NA,OSM-22-66,56.63876,-112.16299,LU21_32,Conifer,WET.,Flat,0,487,1,W,3,10,Helicopter acces. 36 = landing waypoint. 
OSM_LU21,20-Sep-22,NA,RS AB,LU21_126,LU21_126,ACME-2022-106,OSM-22-75,56.6229,-112.17958,LU21_126,Conifer,Game trail through black spruce stand with boggy labrador tea understory.,Flat,0,482,2,SW,2,6,Helicopter access. REPLACEMENT FOR CELL LU21_26. 036 = landing waypoint. VERY wet bog adjacent. Saw caribou from heli! 
OSM_LU21,20-Sep-22,13:52,RS AB,LU21_122,LU21_122,ACME-2022-107,OSM-22-78,56.57432,-112.17445,LU21_122,Conifer,Really great junction of trails in open spruce forest. ,Slope,5,480,1.5,E,3,8,Helicopter access. REPLACEMENT FOR CELL LU21_22. 36 = landing waypoint. 
OSM_LU21,20-Sep-22,13:26,RS AB,LU21_56,LU21_56,ACME-2022-16,OSM-22-15,56.55825,-112.187,LU21_56,Broadleaf,Game trail in conifer forest with mossy labrador tea understory. Adjacent to wet boggy opening. ,Flat,0,485,1,NE,3,6,Helicopter access. 035 = landing waypoint. Follow game trail into forest.
OSM_LU21,20-Sep-22,12:54,RS AB,LU21_57,LU21_57,ACME-2022-28,OSM-22-24,56.56273,-112.14105,LU21_57,Broadleaf,Mossy game trail on the edge of a bog.,Flat,0,476,1,N,3,7,Helicopter access. 
OSM_LU21,20-Sep-22,11:00,RS AB,LU21_09,LU21_09,ACME-2022-04,OSM-22-99,56.58638,-112.06113,LU21_09,Mixed,Game trail from cutblock into forest. Conifer dominated stand with sparce shrubby understory.,Flat,0,475,NA,NW,3,4,Helicopter access. 032 = landing waypoint. Walk from cutblock along game trail to site. 
OSM_LU21,20-Sep-22,8:49,RS AB,LU21_98,LU21_98,ACME-2022-39,OSM-22-82,56.51305,-111.87949,LU21_98,Conifer,Game trail on edge of old cutblock. Mix of moss and labrador tea.,Flat,0,472,1,E,3,6,Helicopter access. 29 = landing waypoint. 
OSM_LU21,20-Sep-22,10:27,RS AB,LU21_119,LU21_119,ACME-2022-71,OSM-22-88,56.57495,-112.000478,LU21_119,Broadleaf,"Wet and boggy, but good trail! Moss, baby shrubs.",Flat,0,467,1,NE,3,6,"Helicopter access. 31 = landing waypoint. Trail in clearing, follow it in!"
OSM_LU21,20-Sep-22,9:51,RS AB,LU21_52,LU21_52,ACME-2022-74,OSM-22-108,56.53988,-111.93567,LU21_52,Broadleaf,On AMAZING game trail that leads from bog to forest. Conifer stand with mossy understory. ,Flat,0,473,1,N,3,4,Helicopter access. 30 = landing waypoint. Follow very obvious game trail into forest. 
OSM_LU21,17-Sep-22,12:40,LG NB,LU21_59,LU21_59,ACME-2022-01,OSM-22-119,56.56464,-111.58273,LU21_59,Broadleaf,On the side of an open meadow with lots of burnt/dead trees.,Flat,NA,422,1,SW,1,3,"Helicopter access. Land in meadow, camera is on north side on dying spruce. Not a lot of living trees so we put it on a half-dead one. Hopefully it doensn't fall! Vague game trail, moose and calf in area (saw from heli!). "
OSM_LU21,17-Sep-22,11:57,LG NB,LU21_68,LU21_68,ACME-2022-03,OSM-22-55,56.63286,-111.71055,LU21_68,Broadleaf,"Camera along game trail. Shrubby understory, lots of wild rose. Mixed forest stand, mostly aspen.",Flat,5,414,1.5,N,2,4,"Helicopter access. Dropped off in clear, wet grassy patch. Walk towards aspen froest stand and follow game trail in. Saw the cutest short-tail weasel while deploying :) "
OSM_LU21,17-Sep-22,16:06,LG NB,LU21_109,LU21_109,ACME-2022-113,OSM-22-120,56.56289,-111.90173,LU21_109,Conifer,Conifers near open area. Lots of shrubs and roses and horsetail. Camera on vague game trail but hard to find much else. ,Flat,0,459,1.5,NW,1,5,"Helicopter access. Bushwhack in, good luck. South of clearing in stand of trees, not clear game trail. "
OSM_LU21,17-Sep-22,14:58,LG NB,LU21_93,LU21_93,ACME-2022-100,OSM-22-57,56.56624,-111.84483,LU21_93,Mixed,"Camera along cutline. Mossy understory, dominate coniferous forest stand.",Flat,0,474,1.5,N,3,6,Helicopter access. Dropped in grassy wet clearing. Walk into cell along cutline to camera. 
OSM_LU21,17-Sep-22,14:10,LG NB,LU21_114,LU21_114,ACME-2022-22,OSM-22-04,56.55014,-111.73336,LU21_114,Broadleaf,"Stand of aspen beside clearing. Mostly aspen, some spruce, lots of horsetail, fairly clear. ",Flat,0,474,1,N,2,4,Helicopter access. Walk into aspen on south side of clearing. On game trail near short spruce. Slightly out of cell but it was a good spot. 
OSM_LU21,17-Sep-22,13:06,LG NB,LU21_105,LU21_105,ACME-2022-11,OSM-22-43,56.55542,-111.68693,LU21_105,Conifer,"Camera along game trail junction, in small patch of trees surrounded by an open grassy clearing. Mossy understory with labrador tea. Dominate coniferous forest stand.",Flat,0,448,1,N,2,4,"Helicopter access. Dropped off in boggy, grassy clearing right on the edge of the study site (camera location is slightly outside the edge of the study site, but it was the only heli-accessible area in cell). Walk to tree patch, follow game trail to camera. "
OSM_LU21,17-Sep-22,17:10,RS AB,LU21_100,LU21_100,ACME-2022-114,OSM-22-73,56.53842,-111.90392,LU21_100,Conifer,"Stunning trail on the edge of a boggy area. Once you duck into the forest, you'll be greeted with a simply gorgeous path. Can't believe Becca forgot the camera though.",Flat,0,494,1,N,3,5,Helicopter access. Becca forgot the camera case and lock on the last deployment of the day. Big lawls. 028 = landing waypoint. 
OSM_LU21,17-Sep-22,16:20,RS AB,LU21_74,LU21_74,ACME-2022-110,OSM-22-97,56.51803,-111.86436,LU21_74,Mixed,Aspen stand in the middle of a cutblock. ,Flat,0,472,1,E,3,10,Helicopter access. 027 = landing waypoint. 
OSM_LU21,17-Sep-22,15:54,RS AB,LU21_78,LU21_78,ACME-2022-35,OSM-22-58,56.52056,-111.82865,LU21_78,Mixed,Along a game trail in a mixed forest stand beside a cutblock. Shrubby understory.,Flat,0,467,1,NE,2,6,Helicopter access. 026 = landing waypoint. Walk to edge of cutblock and follow trail to site. 
OSM_LU21,17-Sep-22,14:43,RS AB,LU21_153,LU21_153,ACME-2022-48,OSM-22-113,56.55046,-111.78557,LU21_153,Conifer,"Mossy, wet, larch. Pretty decent trail. ",Flat,0,462,1,W,3,7,Helicopter access. 025 = landing waypoint. REPLACMENT FOR CELL LU21_53.
OSM_LU21,17-Sep-22,14:01,RS AB,LU21_06,LU21_06,ACME-2022-31,OSM-22-51,56.51966,-111.67988,LU21_06,Mixed,Game trail in pine stand adjacent to deciduous stand. Mossy understory and just off a cutline.,Flat,0,461,1,N,2,5,Helicopter access. 024 = landing waypoint. Walk down cutline to forest edge and follow game trail to camera. 
OSM_LU21,17-Sep-22,12:51,RS AB,LU21_116,LU21_116,ACME-2022-45,OSM-22-40,56.55144,-111.63883,LU21_116,Broadleaf,"Mixed deciduous/conifer, mild underbrush.",NA,0,400,1,NE,3,12,Helicopter access. 23 = landing waypoint. About 5 minute walk in from river. 
OSM_LU21,17-Sep-22,12:16,RS AB,LU21_97,LU21_97,ACME-2022-44,OSM-22-32,56.57623,-111.59377,LU21_97,Mixed,Down game trail in aspen stand with shrubby understory.,Flat,0,421,1,NE,2,4,"Helicopter access. 022 = landing waypoint. Walk down trail, turn into forest and walk down game trail to site. "
OSM_LU01,13-Jun-22,Not recorded,BB RS,LU01_13,LU01_13,409,830,54.60634,-110.72349,LU01_13,Broadleaf,"Broadleaf forest (predominally aspen), with 3m tall stands. Camera set up along game trail about 50m south of overgrown used cut.",Flat,2,646,1,N,3,3,"Drive north on HWY 41 from La Corey. Turn right onto range road south of Mauguente Lake. Park truck where the road turns 90 degrees south and walk in about 800m along overgrown road cut. Follow ATV trail on south side of road cut to get around the swamp. Close to where the road cut ends, look for game trail on the south side. Walk in about 50 metres. Saw white tail deer with very young fawn. Wolf scat tracks along overgrown road."
OSM_LU01,13-Jun-22,Not recorded,BB RS,LU01_30,LU01_30,108,2099,54.73432,-110.82258,LU01_30,Broadleaf,"Aspen forest, camera is about 50m off of an infrequently used road along a game trail. Adjacent to wetland.",Flat,0,637,1,W,2,3,"Access road is infrequently used with minimal maintenance. Only drive down if it is VERY DRY. Sediment is garbage alberta clay that balls on the tires. Use ATV if conditions are wet. Just past large wetland, walk about 50m into the forest along the game trail (need to cross swampy ditch). "
OSM_LU01,13-Jun-22,Not recorded,BB RS,LU01_85,LU01_85,505,3298,54.73971,-110.71049,LU01_85,Coniferous,Coniferous dominated forest stand with mossy understory. ,Flat,0,650,1,S,Not recorded,5,Park roadside at pullout for old road (?) or ATV trail. Follow until trail narrows and take left turn into open confierous stand
OSM_LU01,14-Jun-22,Not recorded,BB RS,LU01_66,LU01_66,547,1850,54.70777,-110.72408,LU01_66 ,Coniferous,Conifer forest including larch. Camera is on seismic line with prominent game trail,Flat,0,637,2,N,3,2,Park at junction where the main road turns right. Walk up unmaintained road to decommissioned site. May be drivable if dry. Turn left onto road to site. Turn left onto intersecting seismic line. Walk about 200m down seismic line. (warning: boggy in june!)(and buggy). Original point on Becca's Gaia app.
OSM_LU01,14-Jun-22,Not recorded,BB RS,LU01_76,LU01_76,244,3979,54.70008,-110.70893,LU01_76,Coniferous,Along overgrown seismic line in coniferous dominated forest stand with mossy understory w/ labrador tea. High use game trail along seismic line with intersecting game trail from forest.,Flat,0,636,1,E,3,5,Park roadside and hike into forest along seismic line (cannot see from road but should show up on seismic map layer and appears promptly after breaking into forest. Follow lines to coordinates.
OSM_LU01,14-Jun-22,Not recorded,BB RS,LU01_73,LU01_73,509,1615,54.67505,-110.70935,LU01_73,Coniferous,Coniferous forest with moss and low lying shrub ground cover. Camera is set up along seismic line with pronounced game trail/,Flat,1,643,3,W,3,4,Park where oil and gas road gets crappy. Walk along road and turn left onto seismic line.
OSM_LU01,14-Jun-22,Not recorded,BB RS,LU01_75,LU01_75,257,883,54.68616,-110.69173,LU01_75,Coniferous,Coniferous forest stand with mossy understory and labrador tea. Intersection of 2 game trails,Flat,0,648,1,NE,3,5,Hike down seismic line off road about 200m into cell. Turn off seismic line E bound into forest after small boggy patch. Rubber boots!!
OSM_LU01,15-Jun-22,Not recorded,BB RS,LU01_47,LU01_47,163,1650,54.61784,-110.48721,LU01_47,Coniferous,Coniferous forest stand adjacent to aspen dominated very old seismic line.,Flat,0,615,1,N,2,4,Walk into forest from roadside via best access point
OSM_LU01,15-Jun-22,Not recorded,BB RS,LU01_74,LU01_74,629,3995,54.66743,-110.26517,LU01_74,Coniferous,Mixed aspen conifer forest stand w mossy understory. Stand beside large wetland with productive beavers and lots of black spruce,Slope,5,604,1,W,2,5,"Follow seismic line off road for about 80m to wetland, turn into forest on game trail on E side of seismic line. There is some sort of weird tree hung up in other tree situation. Camera Locked. Locked OS AI. Road well maintained but may be down trees, very windy. Wolf scat beside cam site"
OSM_LU01,15-Jun-22,Not recorded,BB RS,LU01_44,LU01_44,647,2394,54.59921,-110.47691,LU01_44,Mixed,"Mixed forest, camera along game trail between to oil pad access roads. About 100m from each",Slope,3,613,0.5,NE,3,3,Park on shoulder of industry road. Hike into forest about 100m. Deer scat on trail
OSM_LU01,15-Jun-22,Not recorded,BB RS,LU01_41,LU01_41,149,OSM 12,54.5941,-110.29359,LU01_41,Mixed,"Mixed forest, camera set up at two intersecting trails. Adjacent to boggy area",Flat,0,577,1,N,3,3,Park at gate to private property. Follow game trail on north side of road. About a 50m walk. *LOCK OSM A2*
OSM_LU01,16-Jun-22,Not recorded,BB RS,LU01_64,LU01_64,587,OSM 01,54.69595,-110.31862,LU01_64,Mixed,Mixed forest. Camera is on game trail that intersects cut in trees for buried pipeline,Flat,0,617,1,E,3,4.5,Deer and fresh bear scat along trail. Follow pipeline cut in from industry road
OSM_LU01,16-Jun-22,Not recorded,BB RS,LU01_86,LU01_86,285,1597,54.73745,-110.34254,LU01_86,Coniferous,Mixed forest. Camera is set up on small seismic line that intersects a larger line,Ridge,0,648,1,NW,3,4,"Park on industry road, walk over pipeline on wildlife crossing where road bends. Walk down seismic line to where the small line intersects. Turn left. Camera is at the top of the small hill. Boggy"
OSM_LU01,16-Jun-22,Not recorded,BB RS,LU01_79,LU01_79,355,OSM 02,54.70397,-110.33426,LU01_79,Coniferous,Black spruce forest stand with mossy understory adjacent to bog and seismic line. Lots of downfall but pronounced game trail ,Flat,0,616,1,NE,3,3,Park roadside and walk down seismic line that begins about 500m down road from junction. Walk about 250m down line (you will have to dip into the forest to avoid deep bog) and continute to point and follow a mossy yet prominent game trail
OSM_LU01,16-Jun-22,Not recorded,BB RS,LU01_63,LU01_63,215,OSM  10,54.69512,-110.38139,LU01_63,Coniferous,Coniferous forest stand with mossy understory beside a river bed. Lots of deadfall but distinct game trail that avoids it,Flat,0,618,2,NE,2,4,Follow seismic line from roadside to E side of river/bridge. Follow game trail into site
OSM_LU01,16-Jun-22,Not recorded,BB RS,LU01_72,LU01_72,346,1554,54.65901,-110.41977,LU01_72,Coniferous,Open conifer forest. Moss and low lying shrub ground cover. Camera is on slight slope with many intesecting game trails,Slope,3,606,0.25,N,2,4.5,"Walk in seismic line until reaching junction with multiple old roads. Turn left down secondary seismic line. Follow game trail to your right after 50m. Canid scat on trail (wolf/coyote/fox). Old roads in the center of ""star"" on the map."
OSM_LU01,16-Jun-22,Not recorded,BB RS,LU01_67,LU01_67,140,2476,54.75274,-110.55328,LU01_67,Mixed,Mixed forest adjacent to a bog. Multiple intersecting game trails,Flat,1,683,1,NE,2,3,"Park at end of industry road. Walk on perimeter of well pad to buried pipeline. Walk in 200m, turn left onto game trail before cutline angles sharply down. Boggy!"
OSM_LU01,16-Jun-22,Not recorded,BB RS,LU01_77,LU01_77,553,1074,54.70092,-110.53466,LU01_77,Broadleaf,Aspen stand with shrubby understory,Flat,0,632,2,W,2,3,Park on road when close to point and follow a game trail into the forest
OSM_LU01,16-Jun-22,Not recorded,BB RS,LU01_32,LU01_32,541,OSM 11,54.74266,-110.54806,LU01_32,Coniferous,Coniferous forest stand with mossy understory and labrador tea. Intersection of 2 game trails that lead to seismic line/pipeline (buried) that are boggy,Flat,0,645,1,NE,3,5,Turn off main road to gravel road. Follow buried pipeline until you reach game trail going towards GPS location. Just before bog
OSM_LU01,16-Jun-22,Not recorded,BB RS,LU01_36,LU01_36,337,789,54.72431,-110.53843,LU01_36,Coniferous,Coniferous forest with moss and labrador tea understory. Camera is about 50m off of seismic line on network of game trails.,Flat ,1,642,1,NW,2,3,Park on industry road and walk about 400m up seismic line. Turn right onto faint game trail
OSM_LU01,16-Jun-22,Not recorded,BB RS,LU01_84,LU01_84,534,2396,54.72892,-110.50404,LU01_84,Coniferous,Coniferous forest with moss understory. On game trail about 5m off of grown over seismic line,Slope,1,651,2,E,2,4.5,Walk up seismic line and turn left onto ATV trail near sign warning about bear in area. Turn right off of ATV trail where overgrown seismic line intersects to the right. Walk about 100m an camera will be on your right.
OSM_LU01,17-Jun-22,Not recorded,BB RS,LU01_25,LU01_25,323,OSM 03,54.6924,-110.549,LU01_25,Broadleaf,Mixed forest at back of small regenerating cut block,Flat,1,617,0.5,N,3,5.5,Park on road by well pad. Walk in along edge of old cut block. Follow game trail to forested area at back of old cut block.
OSM_LU01,17-Jun-22,Not recorded,BB RS,LU01_83,LU01_83,105,OSM 04,54.73326,-110.54852,LU01_83,Coniferous,Mixed forest with labrador tea understory. Camera is on game trail about 10m off of wide seismic line,Flat,1,649,0.5,N,2,3.5,Park on industry road and walk about 150m up seismic line
OSM_LU01,17-Jun-22,Not recorded,BB RS,LU01_80,LU01_80,610,846,54.71254,-110.54085,LU01_80,Coniferous,"Mixed forest stand with mossy understory and sparse shrubs, between an active wellpad and road",Flat,0,641,1,W,2,3,Park beside pipeline wildlife crossing structure. Walk across and follow to game trail to site
OSM_LU01,17-Jun-22,Not recorded,BB RS,LU01_70,LU01_70,172,1534,54.60699,-110.56893,LU01_70,Broadleaf,"Mixed stand dominated by conifer and mossy understory, little shrubs",Flat,0,621,1,NW,3,5,Park roadside and follow best path through the forest to camera site
OSM_LU01,17-Jun-22,Not recorded,BB RS,LU01_48,LU01_48,269,1281,54.60776,-110.40762,LU01_48,Mixed,"Mixed conifer aspen stand that leads up to a ridge feature, where camera is. Sparse shrubby understory",Ridge,0,636,2,N,3,6,"Walk from road into conifer stand along the game trail, you do not need to enter via bog, look for dry forest patch"
OSM_LU01,17-Jun-22,Not recorded,BB RS,LU01_45,LU01_45,212,1453,54.59816,-110.37065,LU01_45,Mixed,Mixed forest patch with sparse shrubby understory that leads off seismic line,Flat,0,663,1,N,3,7,"Turn off main road into deactivated road that terminates at abandoned wellpad (?), follow seismic line into forest and turn off onto gametrail"
OSM_LU01,17-Jun-22,Not recorded,BB RS,LU01_11,LU01_11,48,2702,54.588892,-110.48226,LU01_11,Coniferous,Mixed forest between lake and wellpad. Note: site is classified as coniferous but most of the forest is mixed. Possible that wetland was mistakenly classified as coniferous?,Flat,1,601,1,N,3,6,Park on industry road and hike in along game trail south of well pad. North of lake and wetland
OSM_LU01,17-Jun-22,Not recorded,BB RS,LU01_40,LU01_40,521,1435,54.58176,-110.57063,LU01_40,Mixed,Mixed forest along seismic line,Flat,0,629,1.5,E,2,6,"Many new seismic lines that are not on map. Drive up infrequently used road if dry, or hike. Walk up wide seismic line about 50m. Turn left onto more recent seismic line"
OSM_LU01,17-Jun-22,Not recorded,BB RS,LU01_06,LU01_06,636,1236,54.56253,-110.60829,LU01_06,Broadleaf,Mixed aspen conifer stand with aspen dominated forest. Understory of small shrubs (rose),Flat,0,614,1.5,N,1,5,"Drive to the end of the raod and park at abandoned wellpad, walk down transmission line for about 10m and duck into the forest following a game trail to the camera."
OSM_LU01,17-Jun-22,Not recorded,BB RS,LU01_10,LU01_10,627,1355,54.58592,-110.60129,LU01_10,Broadleaf,On new seismic line where game trail enters. Aspen forest stand with many wetlands and shrubby understory adjacent to a large clearing near the road,Flat,0,638,2,NE,3,5,Park roadside near large clearbut and enter the forest at the back of it. Seismic lines were too new to be on the seismic map layer in 2022 but hopefully will be able to find for next site visit
OSM_LU01,18-Jun-22,Not recorded,BB RS,LU01_43,LU01_43,105,OSM 07,54.60861,-110.51104,LU01_43,Mixed,"Mixed conifer aspen stand with sparse ferns in understory, close to road and pipeline, active well site",Flat,0,600,1,W,2,4,"Park roadside and follow seismic line after 10m, follow game trail into forest to site"
OSM_LU01,18-Jun-22,Not recorded,BB RS,LU01_71,LU01_71,156,OSM 05,54.63866,-110.50838,LU01_71,Coniferous,"Coniferous forest stand with ferb and horsetail understory, adjacent to aspen stand/bog",Flat,0,616,1,NE,3,4,Walk in on gametrail from roadside
OSM_LU01,18-Jun-22,Not recorded,BB RS,LU01_22,LU01_22,577,OSM 08,54.65007,-110.48788,LU01_22,Coniferous,Conifer stand with mossy understory and deadfall adjacent to aspen stand that parallels a pipeline,Slope,5,623,1,E,2,3,"Mosquitoes=HELL. Park on road near pipeline, follow game trail to site. We followed a nice one through the aspen forest that parallaled the road until a nice game trail turned up"
OSM_LU01,18-Jun-22,Not recorded,BB RS,LU01_60,LU01_60,231,OSM 06,54.69043,-110.50311,LU01_60,Mixed,Mixed forest by decommissioned well pad. Well used game trail,Flat,1,617,0.5,NE,3,5.5,"Walk to back of well pad, follow game trail about 50m"
OSM_LU01,18-Jun-22,Not recorded,BB RS,LU01_78,LU01_78,157,OSM 13,54.69755,-110.37038,LU01_78,Coniferous,"Black spruce bog, camera on old seismic cut",Flat,0,610,1,NW,2,4.5,"Park on paved road. Bushwhack to old seismic lines (not on a map). Bring rubber boots, very boggy"
OSM_LU01,18-Jun-22,Not recorded,BB RS,LU01_46,LU01_46,649,OSM 09,54.61668,-110.51263,LU01_46,Mixed,Mixed forest adjacent to bog. Camera is along well used game trail,Flat,2,611,1,E,3,3,Bear and deer scat along trail. Park on industry road and walk in about 150m
OSM_LU01,15-Jun-22,Not recorded,BB RS,LU01_82,LU01_82,559,4117,54.703959,-110.08388,LU01_82,Coniferous,Coniferous forest patch with mossy understory adjacent to boggy seismic line,Flat,0,590,1,NE,2,4,"Park on main road at junction with seismic line, walk about 200m down and turn South bound down the game trail. Open conifer forest patch with mossy understory. LOCK OSM AO1"
OSM_LU01,14-Jun-22,Not recorded,BB RS,LU01_27,LU01_27,514,806,54.69098,-110.7394,LU01_27,Mixed,Mixed forest on ridge above wetland. Many intersecting game trails in this area,Flat,2,646,0.5,NW,3,6,Park along main CNR access road. Walk along ridge above wetland
